0.0693088 	 0.300747 	 0.1 	 0.1 	 -0.000120659 	 
0.598248 	 0.324904 	 0.1 	 0.1 	 0.000144718 	 
0.873897 	 0.33625 	 0.1 	 0.1 	 0.000146361 	 
0.708554 	 0.762162 	 0.1 	 0.1 	 0.000131129 	 
0.466125 	 0.246428 	 0.1 	 0.1 	 -6.08525e-06 	 
0.515468 	 0.00311704 	 0.1 	 0.1 	 -0.000110108 	 
0.667861 	 0.887985 	 0.1 	 0.1 	 0.000160751 	 
0.671786 	 0.892873 	 0.1 	 0.1 	 -5.26326e-05 	 
0.474947 	 0.237315 	 0.1 	 0.1 	 -0.000100498 	 
0.909764 	 0.374554 	 0.1 	 0.1 	 -0.000197243 	 
0.129909 	 0.551558 	 0.1 	 0.1 	 -2.02768e-05 	 
0.833038 	 0.94815 	 0.1 	 0.1 	 0.000146624 	 
0.289067 	 0.967555 	 0.1 	 0.1 	 0.000156129 	 
0.499928 	 0.215567 	 0.1 	 0.1 	 -0.000127377 	 
0.874374 	 0.377954 	 0.1 	 0.1 	 2.5987e-06 	 
0.494153 	 0.148612 	 0.1 	 0.1 	 -0.000144941 	 
0.140366 	 0.935884 	 0.1 	 0.1 	 0.000162954 	 
0.769805 	 0.410603 	 0.1 	 0.1 	 -0.000123196 	 
0.9266 	 0.161194 	 0.1 	 0.1 	 -3.1399e-05 	 
0.48557 	 0.315004 	 0.1 	 0.1 	 7.60664e-05 	 
0.969944 	 0.0885926 	 0.1 	 0.1 	 -4.41421e-05 	 
0.412874 	 0.00266023 	 0.1 	 0.1 	 3.796e-05 	 
0.234314 	 0.00568812 	 0.1 	 0.1 	 2.14274e-05 	 
0.416454 	 0.666341 	 0.1 	 0.1 	 -0.000106274 	 
0.239344 	 0.616406 	 0.1 	 0.1 	 -0.000109721 	 
0.425159 	 0.357951 	 0.1 	 0.1 	 -0.000172097 	 
0.262016 	 0.289143 	 0.1 	 0.1 	 -2.68706e-05 	 
0.755037 	 0.433425 	 0.1 	 0.1 	 -2.75723e-05 	 
0.512195 	 0.573475 	 0.1 	 0.1 	 -2.76985e-05 	 
0.490682 	 0.680659 	 0.1 	 0.1 	 -2.97896e-05 	 
0.702882 	 0.244336 	 0.1 	 0.1 	 2.64787e-05 	 
2.98361e-05 	 0.715267 	 0.1 	 0.1 	 -9.93699e-06 	 
0.639687 	 0.756519 	 0.1 	 0.1 	 -9.18615e-05 	 
0.787404 	 0.221188 	 0.1 	 0.1 	 -0.000122103 	 
0.0303816 	 0.578944 	 0.1 	 0.1 	 -0.000197804 	 
0.757962 	 0.652287 	 0.1 	 0.1 	 -0.00010744 	 
