 # random Array 
 # xPos 	 		yPos 		 sigmax		 sigmay 		 strenght
0.130629	0.01929	0.175	0.175	-8.1607e-05
0.119344	0.82341	0.175	0.175	5.94004e-06
0.328264	0.265916	0.175	0.175	-2.32996e-05
0.620407	0.660212	0.175	0.175	-8.66316e-05
0.218177	0.652951	0.175	0.175	3.42299e-05
0.358522	0.892437	0.175	0.175	2.63269e-05
0.609887	0.1589	0.175	0.175	3.88328e-06
0.38372	0.681288	0.175	0.175	-5.24451e-05
0.104928	0.908099	0.175	0.175	5.24396e-05
0.400695	0.015227	0.175	0.175	8.18416e-05
0.573963	0.41608	0.175	0.175	-4.5458e-05
0.896601	0.728819	0.175	0.175	-4.50186e-05
0.778573	0.617972	0.175	0.175	-2.8147e-05
0.579234	0.385865	0.175	0.175	-2.69653e-06
0.233425	0.226785	0.175	0.175	6.61931e-05
0.216599	0.275765	0.175	0.175	9.82075e-05
0.0596347	0.965946	0.175	0.175	5.32989e-05
0.422794	0.274449	0.175	0.175	-2.31716e-05
0.860416	0.71998	0.175	0.175	8.95529e-05
0.936711	0.904725	0.175	0.175	8.09306e-05
0.902919	0.518734	0.175	0.175	4.02381e-05
0.479442	0.756689	0.175	0.175	-2.69323e-05
0.29012	0.439463	0.175	0.175	9.73284e-05
0.207194	0.746927	0.175	0.175	2.59087e-05
0.815589	0.270017	0.175	0.175	4.72164e-05
0.624016	0.397727	0.175	0.175	9.65101e-05
0.858602	0.482534	0.175	0.175	-5.3361e-05
0.474263	0.93669	0.175	0.175	9.04583e-07
0.353872	0.692656	0.175	0.175	-8.99832e-05
0.742942	0.467711	0.175	0.175	5.38576e-06
0.369302	0.372172	0.175	0.175	-3.87356e-05
0.951731	0.234641	0.175	0.175	5.40409e-05
0.467002	0.943154	0.175	0.175	7.4608e-06
0.967554	0.18728	0.175	0.175	3.73545e-05
0.196492	0.996327	0.175	0.175	-6.43345e-05
0.445215	0.205425	0.175	0.175	6.55635e-05
0.800525	0.895477	0.175	0.175	1.4331e-05
0.627781	0.859145	0.175	0.175	-4.61365e-05
0.369177	0.506732	0.175	0.175	2.65474e-06
0.533423	0.934603	0.175	0.175	4.96585e-05
0.759744	0.343226	0.175	0.175	-9.05071e-05
0.662575	0.161577	0.175	0.175	1.09168e-05
0.617118	0.574381	0.175	0.175	-8.93077e-05
0.23608	0.766184	0.175	0.175	3.76911e-05
0.0719536	0.445348	0.175	0.175	-5.20178e-05
0.863445	0.324424	0.175	0.175	2.49699e-05
0.835184	0.953269	0.175	0.175	-6.41652e-06
0.200897	0.426519	0.175	0.175	3.62692e-05
0.419991	0.553382	0.175	0.175	-9.46247e-05
0.991992	0.672078	0.175	0.175	-7.49269e-05
0.83103	0.902555	0.175	0.175	6.91151e-05
0.092599	0.0311402	0.175	0.175	6.91963e-05
0.471441	0.512161	0.175	0.175	-7.04934e-05
0.479695	0.386456	0.175	0.175	3.04117e-05
0.337165	0.593435	0.175	0.175	-2.9797e-05
0.50457	0.125848	0.175	0.175	9.6661e-05
0.85144	0.428919	0.175	0.175	6.83021e-05
0.326331	0.352488	0.175	0.175	-2.24549e-05
0.250671	0.771707	0.175	0.175	5.23029e-05
0.0662965	0.922127	0.175	0.175	-7.1636e-05
0.0453413	0.203505	0.175	0.175	4.19639e-05
0.39465	0.450527	0.175	0.175	9.10722e-05
0.017237	0.302488	0.175	0.175	-4.95747e-05
0.371283	0.9878	0.175	0.175	-5.93499e-05
0.341854	0.0256941	0.175	0.175	-1.47005e-05
0.664094	0.853676	0.175	0.175	8.03347e-05
0.283219	0.262652	0.175	0.175	-5.04316e-05
0.601171	0.423194	0.175	0.175	-8.15653e-05
0.50891	0.288735	0.175	0.175	-6.75603e-05
0.293826	0.581438	0.175	0.175	-7.29781e-05
0.592353	0.916767	0.175	0.175	-2.28371e-05
0.0396221	0.769159	0.175	0.175	-3.00952e-05
0.615686	0.984428	0.175	0.175	-9.53997e-06
0.520845	0.409933	0.175	0.175	8.94974e-05
0.905279	0.424233	0.175	0.175	1.74373e-05
0.437414	0.0519708	0.175	0.175	-5.74753e-06
0.716081	0.165551	0.175	0.175	8.17844e-05
0.765916	0.0805143	0.175	0.175	2.00787e-05
0.658516	0.816733	0.175	0.175	8.63349e-05
0.572117	0.653895	0.175	0.175	2.43268e-05
0.66703	0.428355	0.175	0.175	-4.99749e-05
0.872169	0.102923	0.175	0.175	-7.37623e-05
0.98529	0.743079	0.175	0.175	7.71297e-05
0.760966	0.0686002	0.175	0.175	3.03292e-05
0.330594	0.236561	0.175	0.175	-4.25575e-05
0.661088	0.542865	0.175	0.175	9.0883e-05
0.136846	0.0321956	0.175	0.175	-2.21372e-05
0.884219	0.889911	0.175	0.175	-4.71363e-06
0.544451	0.701091	0.175	0.175	3.59185e-05
0.364267	0.132586	0.175	0.175	6.01441e-05
0.96248	0.966006	0.175	0.175	4.59495e-05
0.638011	0.194455	0.175	0.175	-4.93885e-05
0.925132	0.470153	0.175	0.175	-7.47938e-05
0.333867	0.159393	0.175	0.175	9.2219e-05
0.369456	0.19403	0.175	0.175	4.13071e-05
