 # random Array 
 # xPos 	 		yPos 		 sigmax		 sigmay 		 strenght
0.492557	0.214915	0.2	0.2	-0.00081607
0.530034	0.0279743	0.2	0.2	5.94005e-05
0.0955594	0.173623	0.2	0.2	-0.000232996
0.286254	0.645983	0.2	0.2	-0.000866316
0.202335	0.88633	0.2	0.2	0.000342299
0.868229	0.27039	0.2	0.2	0.000263269
0.527339	0.657415	0.2	0.2	3.88328e-05
0.0259413	0.864973	0.2	0.2	-0.000524451
0.310351	0.0754991	0.2	0.2	0.000524396
0.0215906	0.268081	0.2	0.2	0.000818416
0.516424	0.671786	0.2	0.2	-0.00045458
0.803095	0.304891	0.2	0.2	-0.000450186
0.569639	0.6202	0.2	0.2	-0.00028147
0.182441	0.410781	0.2	0.2	-2.69653e-05
0.861014	0.683814	0.2	0.2	0.000661931
0.587921	0.815277	0.2	0.2	0.000982075
0.649207	0.043662	0.2	0.2	0.00053299
0.135766	0.216127	0.2	0.2	-0.000231716
0.315387	0.450865	0.2	0.2	0.000895529
0.574675	0.838098	0.2	0.2	0.000809306
0.690178	0.057445	0.2	0.2	0.000402381
0.942874	0.254181	0.2	0.2	-0.000269323
0.453084	0.657623	0.2	0.2	0.000973284
0.736865	0.459634	0.2	0.2	0.000259087
0.889113	0.621653	0.2	0.2	0.000472164
0.0434395	0.296074	0.2	0.2	0.000965101
0.479801	0.271272	0.2	0.2	-0.00053361
0.477333	0.344596	0.2	0.2	9.04582e-06
0.755356	0.0371981	0.2	0.2	-0.000899832
0.517669	0.142132	0.2	0.2	5.38576e-05
0.710146	0.768781	0.2	0.2	-0.000387356
0.886043	0.267834	0.2	0.2	0.000540409
0.366179	0.716549	0.2	0.2	7.4608e-05
0.963275	0.154293	0.2	0.2	0.000373545
0.695766	0.258862	0.2	0.2	-0.000643345
0.6816	0.812105	0.2	0.2	0.000655635
0.163904	0.0309212	0.2	0.2	0.00014331
0.0510852	0.753748	0.2	0.2	-0.000461366
0.0421957	0.29872	0.2	0.2	2.65475e-05
0.487533	0.214181	0.2	0.2	0.000496585
0.962987	0.990874	0.2	0.2	-0.000905071
0.484245	0.960127	0.2	0.2	0.000109168
0.0626274	0.429856	0.2	0.2	-0.000893077
0.226731	0.470155	0.2	0.2	0.000376911
0.677181	0.28512	0.2	0.2	-0.000520178
0.134427	0.677053	0.2	0.2	0.000249699
0.491936	0.673315	0.2	0.2	-6.41652e-05
0.0534343	0.823171	0.2	0.2	0.000362693
0.356832	0.384306	0.2	0.2	-0.000946247
0.894885	0.933285	0.2	0.2	-0.000749269
0.807638	0.863361	0.2	0.2	0.000691151
0.929895	0.755931	0.2	0.2	0.000691963
0.471263	0.211186	0.2	0.2	-0.000704934
0.477876	0.515174	0.2	0.2	0.000304117
0.976013	0.759188	0.2	0.2	-0.00029797
0.316129	0.733399	0.2	0.2	0.00096661
0.652566	0.449104	0.2	0.2	0.000683021
0.869592	0.519115	0.2	0.2	-0.000224549
0.115365	0.544171	0.2	0.2	0.000523029
0.0749036	0.940357	0.2	0.2	-0.000716361
0.551353	0.366517	0.2	0.2	0.000419639
0.915632	0.214021	0.2	0.2	0.000910722
0.023736	0.681373	0.2	0.2	-0.000495747
0.516595	0.116413	0.2	0.2	-0.000593499
0.540443	0.740714	0.2	0.2	-0.000147005
0.139026	0.542154	0.2	0.2	0.000803347
0.911731	0.433158	0.2	0.2	-0.000504317
0.108606	0.496305	0.2	0.2	-0.000815653
0.581591	0.578954	0.2	0.2	-0.000675603
0.688584	0.869572	0.2	0.2	-0.000729781
0.642634	0.815536	0.2	0.2	-0.000228371
0.432752	0.881411	0.2	0.2	-0.000300952
0.880867	0.160577	0.2	0.2	-9.53997e-05
0.446477	0.0866366	0.2	0.2	0.000894974
0.100031	0.497813	0.2	0.2	0.000174373
0.0575421	0.611163	0.2	0.2	-5.74754e-05
0.965862	0.77667	0.2	0.2	0.000817844
0.851114	0.917727	0.2	0.2	0.000200787
0.636081	0.605653	0.2	0.2	0.000863349
0.0233302	0.0480937	0.2	0.2	0.000243268
0.875698	0.072197	0.2	0.2	-0.000499749
0.567509	0.413268	0.2	0.2	-0.000737623
0.315663	0.592726	0.2	0.2	0.000771297
0.859191	0.567991	0.2	0.2	0.000303292
0.0822147	0.979009	0.2	0.2	-0.000425575
0.170593	0.929552	0.2	0.2	0.00090883
0.439273	0.996189	0.2	0.2	-0.000221372
0.725757	0.502488	0.2	0.2	-4.71364e-05
0.97765	0.685161	0.2	0.2	0.000359185
0.711933	0.37685	0.2	0.2	0.000601441
0.564857	0.0612072	0.2	0.2	0.000459495
0.55034	0.860676	0.2	0.2	-0.000493885
0.749193	0.283557	0.2	0.2	-0.000747938
0.935625	0.271986	0.2	0.2	0.00092219
0.64378	0.967844	0.2	0.2	0.000413071
0.0215305	0.434548	0.2	0.2	0.00042942
0.146321	0.49279	0.2	0.2	0.000364098
0.377129	0.542156	0.2	0.2	-7.33545e-05
0.013356	0.572669	0.2	0.2	-0.000121339
0.718552	0.28501	0.2	0.2	0.000635123
0.382892	0.500453	0.2	0.2	0.000910818
0.920237	0.459927	0.2	0.2	2.9319e-05
0.89472	0.191237	0.2	0.2	7.48516e-05
0.685936	0.291093	0.2	0.2	0.000753131
0.529957	0.50804	0.2	0.2	0.0006133
0.559816	0.0261042	0.2	0.2	0.000260977
0.687057	0.202632	0.2	0.2	0.000265277
0.80902	0.442033	0.2	0.2	0.000649395
0.293735	0.677403	0.2	0.2	-0.000998242
